,words,occurrences
3202,saber,1
3203,gooooooko,1
3204,esopenhours,1
3205,eventually,1
3206,somehow,1
3207,prefer,1
3208,ibispaintx,3
3209,ibispaint,1
3210,woo,1
3211,moreeeee,1
3212,jpvtuber,1
3213,kaikanta,1
3214,vsinger,2
3215,dnde,1
3216,swing,2
3217,artifacts,1
3218,death,1
3219,mask,1
3220,saint,1
3221,petrovich,1
3222,vtuberfivea,1
3223,awee,1
3224,scammer,1
3225,bots,1
3226,overall,1
3227,force,2
3228,yelp,1
3229,taco,1
3230,tuesday,1
3231,laugh,1
3232,duck,1
3233,summary,1
3234,snacc,1
3235,aisle,1
3236,muse,1
3237,dash,1
3238,uninterrupted,1
3239,gun,1
3240,klaulive,1
3241,temptation,1
3242,acc,2
3243,automatic,1
3244,copyright,1
3245,register,1
3246,certain,1
3247,tank,1
3248,gacha,1
3249,tiger,1
3250,temple,1
3251,vreality,1
3252,marivtuber,1
3253,establish,1
3254,encourage,1
3255,unrelated,1
3256,lrt,1
3257,ramuda,1
3258,choice,1
3259,nonsensical,1
3260,fade,1
3261,insert,1
3262,athrunvt,1
3263,thighs,1
3264,skinny,1
3265,shine,1
3266,fill,1
3267,determination,1
3268,goooodd,1
3269,launch,1
3270,innocent,1
3271,goth,1
3272,miaamarevt,1
3273,mashasheep,1
3274,race,1
3275,lemans,1
3276,singer,1
3277,ingame,1
3278,linkshell,1
3279,delivery,1
3280,deliver,1
3281,mandragora,1
3282,ultra,1
3283,instinct,1
3284,amansees,1
3285,mahou,1
3286,magical,1
3287,trap,1
3288,antivirus,1
3289,arataki,1
3290,geodude,2
3291,genshinitto,1
3292,aratakiitto,1
3293,badedit,1
3294,yeet,1
3295,artmoots,1
3296,artshare,1
3297,arttwt,1
3298,procreate,1
3299,decision,2
3300,buggy,1
3301,span,1
3302,feedback,1
3303,superfan,1
3304,lichvtuber,1
3305,earlier,1
3306,bath,1
3307,soak,1
3308,formalin,1
3309,ahh,1
3310,morbun,1
3311,pbe,1
3312,trillion,1
3313,milestone,1
3314,wartales,1
3315,dimaterialized,1
3316,hatsuharu,1
3317,sora,2
3318,ravengmvtuber,1
3319,prescription,1
3320,eitherway,1
3321,dub,1
3322,follower,1
3323,restrain,1
3324,disproportionately,1
3325,strong,1
3326,botnet,1
3327,regulars,1
3328,mvps,1
3329,ac,1
3330,origins,1
3331,convo,1
3332,morbid,1
3333,letsplay,2
3334,yaoi,1
3335,yaoivn,1
3336,daysofyaoi,1
3337,mauritheedgehog,1
3338,fabs,1
3339,caffeine,1
3340,overdose,1
3341,plant,1
3342,desk,1
3343,lmk,1
3344,fist,1
3345,confident,1
3346,darkness,1
3347,owthedge,1
3348,delete,1
3349,along,2
3350,gunfirereborn,1
3351,xionfoxofficial,1
3352,roll,1
3353,weapon,1
3354,dreaminnight,1
3355,dotsuitarehomp,1
3356,coveredutaimakeavirtual,1
3357,gorill,1
3358,unlucky,1
3359,sob,1
3360,sk,1
3361,darkrosevtubber,1
3362,cosplays,1
3363,senvtuber,1
3364,sen,1
3365,shikuuuz,1
3366,ones,2
3367,flat,1
3368,komainu,1
3369,streets,1
3370,fixer,1
3371,mirror,2
3372,dearest,1
3373,important,1
3374,mew,1
3375,security,1
3376,likely,1
3377,slim,1
3378,temporarily,2
3379,notebook,1
3380,samoan,1
3381,portal,1
3382,limbo,2
3383,entertainment,2
3384,fracture,1
3385,ensue,1
3386,hollow,1
3387,knight,1
3388,otherworldstreamers,1
3389,owaowa,1
3390,hollowknight,1
3391,vid,1
3392,annihilation,1
3393,legends,1
3394,bois,1
3395,shinokolive,1
3396,conversations,1
3397,wakey,2
3398,anji,1
3399,lab,1
3400,ggst,1
3401,wrestlemania,1
3402,asian,1
3403,champ,1
3404,hump,1
3405,ashreeart,1
3406,firts,1
3407,papaw,1
3408,animeart,1
3409,milojpeg,1
3410,yaa,1
3411,juninyaavt,1
3412,juni,1
3413,mimi,1
3414,picartotv,1
3415,semicanon,1
3416,vc,1
3417,hiphlox,1
3418,linaverse,1
3419,stronger,1
3420,virtual,2
3421,kyuuties,1
3422,yeeniemcbeenie,1
3423,entire,1
3424,dedicate,1
3425,doxxing,1
3426,insult,1
3427,gamingsaint,2
3428,voiddotexe,2
3429,misinformation,1
3430,clout,1
3431,chaser,1
3432,paparazzi,1
3433,expose,2
3434,um,1
3435,wildermyth,1
3436,silent,2
3437,sos,1
3438,fomt,1
3439,silentmode,1
3440,tiredaf,1
3441,sickaf,1
3442,nopenopenope,1
3443,purple,1
3444,sheesh,1
3445,havent,1
3446,hii,1
3447,donathon,1
3448,raidathon,1
3449,laplusdarknesss,1
3450,soulslikes,1
3451,clericvt,1
3452,dokidokiaki,1
3453,rachelxrosalia,1
3454,rinaknight,1
3455,marozzoespa,1
3456,realize,1
3457,camera,1
3458,reset,1
3459,appear,1
3460,mmmm,1
3461,kidnap,1
3462,yanderei,1
3463,annoucement,1
3464,itsnerdiee,1
3465,elite,1
3466,four,1
3467,zenith,1
3468,privacy,1
3469,reactions,1
3470,gingaelyka,1
3471,beauty,1
3472,oneself,1
3473,perceive,1
3474,closest,1
3475,naokomama,1
3476,whoaaaaaaa,1
3477,delet,1
3478,itnu,1
3479,glare,1
3480,typo,1
3481,salinavtuber,1
3482,anni,1
3483,sally,1
3484,tetris,1
3485,poster,1
3486,fey,1
3487,elsewhere,1
3488,anxious,1
3489,fly,2
3490,wif,1
3491,subscriber,2
3492,dddd,1
3493,vibing,1
3494,minecraftbuilds,1
3495,action,1
3496,caf,1
3497,ishytanuki,1
3498,totodylecorner,1
3499,recently,1
3500,nakamura,1
3501,bury,1
3502,rumble,1
3503,nearly,1
3504,nxt,1
3505,shaft,1
3506,woundwarriorca,1
3507,stonks,1
3508,unlock,1
3509,bidoof,1
3510,idol,1
3511,beavertuber,1
3512,masayumeberry,1
3513,error,1
3514,message,1
3515,friendos,1
3516,sinaijackal,1
3517,toktuber,1
3518,ophysze,1
3519,shuudraw,1
3520,fps,1
3521,franchise,1
3522,pinpoint,1
3523,nicely,1
3524,shall,1
3525,sexier,1
3526,golden,1
3527,sicklewielding,1
3528,maneating,1
3529,druids,1
3530,prowl,1
3531,fish,1
3532,rod,1
3533,ninjalings,1
3534,mess,1
3535,whatevenisthisgame,1
3536,otw,1
3537,pokemonshiningpearl,1
3538,girlfriend,1
3539,inspector,1
3540,dragoon,1
3541,par,1
3542,sgvtuber,1
3543,vtuberrising,1
3544,shadowbringers,2
3545,bippity,1
3546,boppity,1
3547,boba,2
3548,boo,1
3549,babes,1
3550,lalliaumaru,1
3551,lallia,1
3552,mutual,1
3553,bitch,1
3554,eng,1
3555,nick,1
3556,khan,1
3557,roster,1
3558,nyashvt,1
3559,successful,1
3560,apex,1
3561,double,1
3562,cya,1
3563,rygthewolfvt,1
3564,circle,1
3565,livedcommission,1
